Dataextension name: _ChatMessagingSubscription

| Name                 | Type            | Not NULL | PK       | Default Value   |
| -------------------- | --------------- | -------- | -------- | --------------- |
| _MobileNumber        | Text(254)       | true     | true     |                 |
| _ChannelId           | Text(50)        | true     | true     |                 |
| _ChannelType         | Text(20)        | true     | true     |                 |
| _OptOutStatusID      | Text            | false    | false    |                 |
| _OptOutMethodID      | Text            | false    | false    |                 |
| _OptOutDate          | Date            | false    | false    |                 |
| _OptInStatusID       | Text            | true     | false    |                 |
| _OptInMethodID       | Text            | false    | false    |                 |
| _OptInDate           | Date            | false    | false    |                 |
| _Source              | Text            | false    | false    |                 |
| _SourceObjectId      | Text(200)       | false    | false    |                 |
| _CreatedDate         | Date            | true     | false    | GETDATE()       |
| _CreatedBy           | Text            | false    | false    |                 |
| _ModifiedDate        | Date            | true     | false    | GETDATE()       |
| _ModifiedBy          | Text            | false    | false    |                 |
