_CustomObjectKey,AccountID,OYBAccountID,JobID,ListID,BatchID,SubscriberID,SubscriberKey,EventDate,IsUnique,Domain,BounceCategoryID,BounceCategory,BounceSubcategoryID,BounceSubcategory,BounceTypeID,BounceType,TriggererSendDefinitionObjectID,TriggeredSendCustomerKey
2,514002572,,218088,155,16,7360154,29678242168,5/6/2022 11:06:56 AM,True,leg.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
3,514002572,,218088,155,1230,69545210,87999960497,5/8/2022 11:01:14 AM,True,icloud.com,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
4,514002572,,218088,155,906,69547550,40164855840,5/10/2022 12:12:09 PM,True,otlook.com,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
5,514002572,,218088,155,155,79152962,15981358807,5/6/2022 11:07:09 AM,True,terra.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
6,514002572,,218088,155,414,79152986,16984480582,5/6/2022 12:02:09 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
7,514002572,,218088,155,1175,79155029,38487091806,5/8/2022 11:07:51 AM,True,bb.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
8,514002572,,218088,155,1488,79155052,38893347920,5/8/2022 12:09:28 PM,True,bol.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
9,514002572,,218088,155,12,79155064,38980649053,5/6/2022 11:06:56 AM,True,innoflex.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
10,514002572,,218088,155,1511,79155768,66262739815,5/8/2022 12:02:14 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
11,514002572,,218088,155,583,79157825,09102310015,5/7/2022 11:10:31 AM,True,gmail.com,2,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
12,514002572,,218088,155,1007,79159799,74054414087,5/7/2022 12:09:09 PM,True,pointcel.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
13,514002572,,218088,155,1552,79160043,92875076868,5/8/2022 12:02:26 PM,True,ig.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
14,514002572,,218088,155,1331,79160055,94077541620,5/8/2022 12:24:44 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
15,514002572,,218088,155,1164,79160348,28264169953,5/8/2022 11:07:54 AM,True,irmaoskrause.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
16,514002572,,218088,155,73,79160589,33539296816,5/9/2022 11:21:22 AM,True,gmail.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
17,514002572,,218088,155,63,79160788,06629129857,5/6/2022 11:00:52 AM,True,icloud.com,5,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
18,514002572,,218088,155,921,79160806,06917687812,5/7/2022 12:09:03 PM,True,itelefonica.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
19,514002572,,218088,155,940,79160810,06948212840,5/7/2022 12:02:15 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
20,514002572,,218088,155,1050,79160856,07561782829,5/8/2022 11:00:37 AM,True,bol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
21,514002572,,218088,155,1479,79161435,56082789091,5/8/2022 12:02:07 PM,True,uol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
22,514002572,,218088,155,1498,79161543,59943696753,5/8/2022 12:02:30 PM,True,light.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
23,514002572,,218088,155,683,79161603,00161769608,5/7/2022 11:01:09 AM,True,ig.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
24,514002572,,218088,155,294,79162281,39247350182,5/6/2022 12:08:29 PM,True,planalto.gov.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
25,514002572,,218088,155,668,79314446,03416876695,5/7/2022 11:07:23 AM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
26,514002572,,218088,155,1420,79314479,03598723873,5/8/2022 12:02:00 PM,True,prefeitura.sp.gov.br,4,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
27,514002572,,218088,155,1570,79314556,04137374899,5/8/2022 12:09:33 PM,True,uol.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
28,514002572,,218088,155,338,79314602,04424933806,5/6/2022 12:08:39 PM,True,gmail.com,2,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
29,514002572,,218088,155,755,79314825,06301915810,5/7/2022 11:01:27 AM,True,com4.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
30,514002572,,218088,155,1493,79314886,12042337803,5/11/2022 12:10:28 PM,True,outlock.com,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
31,514002572,,218088,155,1555,79314895,12202350837,5/8/2022 12:09:32 PM,True,uol.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
32,514002572,,218088,155,988,79314933,12727091591,5/7/2022 12:09:08 PM,True,globo.com,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
33,514002572,,218088,155,1157,79314944,12973564620,5/8/2022 11:07:49 AM,True,engenhariagraal.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
34,514002572,,218088,155,728,79315033,14199319549,5/10/2022 11:22:50 AM,True,gmail.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
35,514002572,,218088,155,660,79315171,16674189634,5/7/2022 11:10:31 AM,True,sjnet.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
36,514002572,,218088,155,671,79315462,28072227904,5/7/2022 11:07:20 AM,True,com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
37,514002572,,218088,155,1432,79315645,31118526791,5/11/2022 12:10:29 PM,True,gmail.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
38,514002572,,218088,155,1176,79315651,31142923487,5/8/2022 11:07:53 AM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
39,514002572,,218088,155,1189,79315704,31876579234,5/8/2022 11:01:06 AM,True,bol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
40,514002572,,218088,155,1057,79315756,32957831953,5/8/2022 11:07:47 AM,True,uai.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
41,514002572,,218088,155,1320,79316380,46308865672,5/8/2022 12:09:20 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
42,514002572,,218088,155,1192,79316407,46718214434,5/8/2022 11:07:45 AM,True,pb.senac.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
43,514002572,,218088,155,584,79316495,48800074049,5/7/2022 11:10:26 AM,True,agricultura.gov.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
44,514002572,,218088,155,1185,79316763,56022255600,5/11/2022 11:18:07 AM,True,oi.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
45,514002572,,218088,155,454,79317165,19626088915,5/6/2022 12:08:39 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
46,514002572,,218088,155,1107,79317265,21236305353,5/11/2022 11:18:06 AM,True,oi.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
47,514002572,,218088,155,916,79317353,22506764020,5/7/2022 12:09:03 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
48,514002572,,218088,155,1251,79317403,23232285015,5/8/2022 11:07:46 AM,True,vinicolaaurora.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
49,514002572,,218088,155,1181,79317674,69849196653,5/11/2022 11:08:52 AM,True,mp.mg.gov.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
50,514002572,,218088,155,35,79317678,70002622653,5/6/2022 11:06:57 AM,True,bbh.gv.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
51,514002572,,218088,155,949,79317820,74168339068,5/7/2022 12:02:19 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
52,514002572,,218088,155,1559,79317851,75273403987,5/8/2022 12:09:33 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
53,514002572,,218088,155,622,79317873,75901110668,5/7/2022 11:10:33 AM,True,ind.com,3,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
54,514002572,,218088,155,1271,79317941,78536480734,5/8/2022 11:07:46 AM,True,petrobras.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
55,514002572,,218088,155,1036,79317997,80481825053,5/7/2022 12:12:02 PM,True,gmail.com,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
56,514002572,,218088,155,405,79318060,33527130900,5/6/2022 12:08:41 PM,True,certto.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
57,514002572,,218088,155,1469,79318095,34146431620,5/8/2022 12:09:27 PM,True,enetec.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
58,514002572,,218088,155,35,79318136,34857737604,5/6/2022 11:06:57 AM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
59,514002572,,218088,155,847,79318288,38114682604,5/7/2022 12:09:08 PM,True,powerline.com.br,2,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
60,514002572,,218088,155,1457,79318394,40141250097,5/8/2022 12:09:27 PM,True,vscomp.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
61,514002572,,218088,155,204,79318470,41816200344,5/6/2022 11:01:18 AM,True,uol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
62,514002572,,218088,155,174,79318473,41894826841,5/6/2022 11:07:03 AM,True,naoopossui.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
63,514002572,,218088,155,1233,79318562,83793780910,5/8/2022 11:07:45 AM,True,trerra.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
64,514002572,,218088,155,1460,79318574,84373105715,5/8/2022 12:09:29 PM,True,bb.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
65,514002572,,218088,155,1258,79318837,94872236653,5/11/2022 11:18:07 AM,True,oi.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
66,514002572,,218088,155,1504,79501365,86395122800,5/8/2022 12:09:29 PM,True,hhousenet.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
67,514002572,,218088,155,1358,79503268,21411522320,5/8/2022 12:09:22 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
68,514002572,,218088,155,1543,79506004,59788178553,5/8/2022 12:09:31 PM,True,distservnutri.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
69,514002572,,218088,155,917,79513374,43682022791,5/7/2022 12:09:03 PM,True,bol.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
70,514002572,,218088,155,1437,79573991,10169312470,5/8/2022 12:09:27 PM,True,yahoo.com.br,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
71,514002572,,218088,155,475,68933311,33190470197,5/6/2022 12:11:33 PM,True,gmial.com,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
72,514002572,,218088,155,637,7360416,35557435972,5/7/2022 11:01:03 AM,True,ig.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
73,514002572,,218088,155,659,7360349,34031065787,5/7/2022 11:07:20 AM,True,gmail.com,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
74,514002572,,218088,155,1144,79316248,42986222668,5/8/2022 11:07:49 AM,True,icloud.com,1,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
75,514002572,,218088,155,371,79316091,09668503864,5/6/2022 12:02:00 PM,True,bol.com.br,2,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
76,514002572,,218088,155,1246,79316051,09356487553,5/8/2022 11:01:19 AM,True,embasa.ba.gov.br,4,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
77,514002572,,218088,155,1562,79315902,07740573515,5/11/2022 12:16:37 PM,True,oi.com.br,5,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
78,514002572,,218088,155,434,79314000,00265657814,5/6/2022 12:02:15 PM,True,bol.com.br,1,,,,1,delayed,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
79,514002572,,218088,155,677,79159369,01585077895,5/7/2022 11:10:35 AM,True,gmail.com,2,,,,0,immediate,43F6E124-5CCD-EC11-A319-48DF370EABE5,70654
80,514002572,,170708,155,101,79314881,11966660839,5/9/2022 6:22:47 AM,True,bol.com.br,1,,,,1,delayed,1107E04C-F977-EC11-A311-48DF370EABE5,59312
81,514002572,,231442,155,2978,69546812,58231323104,6/29/2022 6:58:21 AM,True,hotmail.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
82,514002572,,231442,155,1851,79152991,17156714813,6/26/2022 7:50:57 AM,True,bol.com.br,2,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
83,514002572,,231442,155,2851,79155010,38123495668,6/28/2022 8:57:22 AM,True,hi-tecquimica.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
84,514002572,,231442,155,2694,79155029,38487091806,6/28/2022 8:08:06 AM,True,bb.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
85,514002572,,231442,155,2617,79155052,38893347920,6/28/2022 7:21:51 AM,True,bol.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
86,514002572,,231442,155,3605,79155655,71758968915,6/30/2022 8:56:28 AM,True,bol.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
87,514002572,,231442,155,3679,79155693,73567256815,6/30/2022 8:56:30 AM,True,bol.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
88,514002572,,231442,155,1036,79157807,08782114463,6/27/2022 8:24:36 AM,True,gmail.com.br,5,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
89,514002572,,231442,155,1389,79157825,09102310015,6/25/2022 7:33:02 AM,True,gmail.com,2,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
90,514002572,,231442,155,1609,79157949,11920500880,6/25/2022 8:59:18 AM,True,gmail.com,2,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
91,514002572,,231442,155,573,79158383,02484444176,6/23/2022 7:36:14 AM,True,globo.com,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
92,514002572,,170708,155,136,79158404,02645003508,6/15/2022 6:26:26 AM,True,bol.com.br,2,,,,1,delayed,1107E04C-F977-EC11-A311-48DF370EABE5,59312
93,514002572,,231442,155,3084,79159792,53161726634,6/29/2022 7:52:25 AM,True,bol.com.br,1,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
94,514002572,,231442,155,3672,79159813,75307642849,7/3/2022 9:08:47 AM,True,gemail.com,5,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
95,514002572,,231442,155,2304,79160399,29542200153,6/27/2022 8:27:40 AM,True,hotmail.com,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
96,514002572,,231442,155,1238,79160788,06629129857,6/24/2022 8:55:31 AM,True,icloud.com,5,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
97,514002572,,170708,155,40,79160806,06917687812,2/17/2022 6:25:29 AM,True,itelefonica.com.br,1,,,,0,immediate,1107E04C-F977-EC11-A311-48DF370EABE5,59312
98,514002572,,231442,155,1177,79160828,07224514900,6/24/2022 8:57:24 AM,True,florestal.eng.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
99,514002572,,231442,155,2341,79161069,28597036672,6/30/2022 8:56:28 AM,True,gmail.com.br,5,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
100,514002572,,231442,155,2334,79161171,27225014811,6/27/2022 8:39:43 AM,True,bol.com.br,1,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
101,514002572,,231442,155,3147,79161340,50877178704,6/29/2022 8:36:55 AM,True,yahoo.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
102,514002572,,231442,155,3154,79161435,56082789091,6/29/2022 8:39:53 AM,True,uol.com.br,1,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
103,514002572,,231442,155,3248,79161440,56266960915,6/29/2022 8:52:33 AM,True,sercomtel.com.br,2,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
104,514002572,,231442,155,2910,79161478,57473137620,6/29/2022 6:39:52 AM,True,yahoo.com,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
105,514002572,,231442,155,2920,79161539,59583860263,6/29/2022 6:39:52 AM,True,seq.unicamp.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
106,514002572,,231442,155,425,79161603,00161769608,6/22/2022 8:55:50 AM,True,ig.com.br,1,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
107,514002572,,231442,155,186,79314079,00744369886,6/22/2022 7:39:45 AM,True,prefeitura.sp.gov.br,4,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
108,514002572,,231442,155,373,79314087,00802874843,6/22/2022 8:51:40 AM,True,uol.com.br,1,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
109,514002572,,231442,155,145,79314166,01548820890,6/22/2022 7:19:12 AM,True,uol.com.br,1,,,,1,delayed,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
110,514002572,,231442,155,274,79314208,01722377186,6/22/2022 8:36:35 AM,True,bb.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
111,514002572,,231442,155,88,79314213,01744130841,6/22/2022 7:04:19 AM,True,gmail.comx,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
112,514002572,,231442,155,324,79314258,02092691899,6/22/2022 8:58:05 AM,True,outlook.com.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
113,514002572,,231442,155,415,79314301,02437379800,6/22/2022 8:58:07 AM,True,inss.gov.br,1,,,,0,immediate,49DFDCB5-A1F1-EC11-A5B6-D4F5EF66AED7,75510
